iter	Logloss
0	0.4319798642
1	0.2529515018
2	0.1514630932
3	0.09241362885
4	0.05661985586
5	0.0378973275
6	0.02650504294
7	0.01801153501
8	0.01363139942
9	0.01160801468
10	0.009421238019
11	0.008393084466
12	0.007212564555
13	0.006289989136
14	0.005591788
15	0.00524872893
16	0.004917758969
17	0.004467795309
18	0.004109449106
19	0.003631492466
20	0.003426859685
21	0.003253218284
22	0.003099649487
23	0.002954099904
24	0.002807246307
25	0.002643127114
26	0.002490452408
27	0.002112734343
28	0.001965571491
29	0.001873322877
30	0.00179584602
31	0.001684341942
32	0.00161790867
33	0.001545638482
34	0.001464996903
35	0.001394707738
36	0.001334089996
37	0.001294296965
38	0.001236272249
39	0.00118288929
40	0.001083852592
41	0.001064341925
42	0.001019439706
43	0.0009922117866
44	0.0009703765543
45	0.0009499795926
46	0.0008950104728
47	0.0008662553571
48	0.0008406301265
49	0.0008153763588
50	0.0007880151283
51	0.000768080506
52	0.0007508286085
53	0.000732643116
54	0.0007123549459
55	0.000676273311
56	0.0006614890266
57	0.0006614890266
58	0.0006614890266
59	0.0006613281357
60	0.0006489031884
61	0.0006388337467
62	0.0006388337467
63	0.0006388235775
64	0.0006323663783
65	0.0006233017537
66	0.0006233017537
67	0.0006214774583
68	0.0006214518722
69	0.0006173586699
70	0.0006014487372
71	0.0006014487372
72	0.0006014487372
73	0.0006014487372
74	0.0006014794346
75	0.0006014794346
76	0.0005996504126
77	0.0005939992949
78	0.0005940189841
79	0.0005940679198
80	0.0005940679198
81	0.0005940679198
82	0.0005941446674
83	0.0005940451099
84	0.000584958394
85	0.0005848994921
86	0.000570027834
87	0.000570027834
88	0.000570027834
89	0.000570027834
90	0.0005649959307
91	0.00056501566
92	0.0005602555312
93	0.0005602555312
94	0.0005602555312
95	0.0005508387561
96	0.0005507489297
97	0.0005339857485
98	0.0005301813033
99	0.0005144344578
100	0.0005145529377
101	0.0005145529377
102	0.0005145529377
103	0.0005144756985
104	0.0005144875911
105	0.0005057182084
106	0.0005056893439
107	0.0005056893439
108	0.0005056760699
109	0.0005056760699
110	0.0005056722304
111	0.0005037780248
112	0.0005036753091
113	0.0005036753091
114	0.0004981532493
115	0.0004981532493
116	0.0004981169756
117	0.0004980845254
118	0.0004980845254
119	0.0004980953894
120	0.0004980953894
121	0.0004980953894
122	0.0004980877745
123	0.0004980877745
124	0.0004981280479
125	0.0004890607996
126	0.0004890607996
127	0.0004847732837
128	0.0004847756109
129	0.000484801889
130	0.0004847764605
131	0.0004847514329
132	0.0004847933977
133	0.00048476425
134	0.00048476425
135	0.00048476425
136	0.0004847384555
137	0.0004847642847
138	0.0004847642847
139	0.0004847635767
140	0.0004847728428
141	0.0004847301112
142	0.0004847597585
143	0.0004847597585
144	0.0004847597585
145	0.0004847789214
146	0.0004847406224
147	0.0004847394281
148	0.0004847394281
149	0.0004847545189
150	0.0004847445848
151	0.0004847781278
152	0.0004847781278
153	0.0004847410045
154	0.0004847586123
155	0.0004847499607
156	0.0004847732837
157	0.0004847431901
158	0.00048473293
159	0.0004847649153
160	0.0004847649153
161	0.0004847214168
162	0.0004847218711
163	0.0004847641351
164	0.0004847320243
165	0.0004847349259
166	0.0004847349259
167	0.0004847349259
168	0.0004846881437
169	0.0004847269984
170	0.0004847479033
171	0.0004847304959
172	0.0004847108735
173	0.0004847226833
174	0.0004847226833
175	0.0004847365665
176	0.0004846871872
177	0.0004846871872
178	0.0004846871872
179	0.0004847351851
180	0.0004846997077
181	0.0004846932444
182	0.0004846932444
183	0.0004847050755
184	0.000484701765
185	0.00048469986
186	0.0004846874624
187	0.000484695454
188	0.000484695454
189	0.000484716236
190	0.0004846624802
191	0.0004847042846
192	0.0004847042846
193	0.0004847042846
194	0.0004846863535
195	0.0004846863535
196	0.0004846765744
197	0.0004846625763
198	0.0004846625763
199	0.000484679444
200	0.0004846685774
201	0.0004846775764
202	0.0004846849668
203	0.0004846542828
204	0.0004846542828
205	0.0004846708753
206	0.0004846862654
207	0.0004846620099
208	0.0004846756526
209	0.0004847062431
210	0.0004846921649
211	0.0004846825862
212	0.0004846517685
213	0.0004846644547
214	0.0004846846542
215	0.0004846846542
216	0.0004846846542
217	0.0004846846542
218	0.0004846846542
219	0.0004846846542
220	0.0004846846542
221	0.0004846846542
222	0.0004846846542
223	0.0004846846542
224	0.0004846846542
225	0.0004846846542
226	0.0004846846542
227	0.0004846846542
228	0.0004846846542
229	0.0004846846542
230	0.0004846846542
231	0.0004846846542
232	0.0004846846542
233	0.0004846846542
234	0.0004846846542
235	0.0004846846542
236	0.0004846846542
237	0.0004846846542
238	0.0004846846542
239	0.0004846846542
240	0.0004846846542
241	0.0004846846542
242	0.0004846846542
243	0.0004846846542
244	0.0004846846542
245	0.0004846846542
246	0.0004846846542
247	0.0004846846542
248	0.0004846846542
249	0.0004846846542
250	0.0004846846542
251	0.0004846846542
252	0.0004846846542
253	0.0004846846542
254	0.0004846846542
255	0.0004846846542
256	0.0004846846542
257	0.0004846846542
258	0.0004846846542
259	0.0004846846542
260	0.0004846846542
261	0.0004846846542
262	0.0004846846542
263	0.0004846846542
264	0.0004846846542
265	0.0004846846542
266	0.0004846846542
267	0.0004846846542
268	0.0004846846542
269	0.0004846846542
270	0.0004846846542
271	0.0004846846542
272	0.0004846846542
273	0.0004846846542
274	0.0004846846542
275	0.0004846846542
276	0.0004846846542
277	0.0004846846542
278	0.0004846846542
279	0.0004846846542
280	0.0004846846542
281	0.0004846846542
282	0.0004846846542
283	0.0004846846542
284	0.0004846846542
285	0.0004846846542
286	0.0004846846542
287	0.0004846846542
288	0.0004846846542
289	0.0004846846542
290	0.0004846846542
291	0.0004846846542
292	0.0004846846542
293	0.0004846846542
294	0.0004846846542
295	0.0004846846542
296	0.0004846846542
297	0.0004846846542
298	0.0004846846542
299	0.0004846846542
300	0.0004846846542
301	0.0004846846542
302	0.0004846846542
303	0.0004846846542
304	0.0004846846542
305	0.0004846846542
306	0.0004846846542
307	0.0004846846542
308	0.0004846846542
309	0.0004846846542
310	0.0004846846542
311	0.0004846846542
312	0.0004846846542
313	0.0004846846542
314	0.0004846846542
315	0.0004846846542
316	0.0004846846542
317	0.0004846846542
318	0.0004846846542
319	0.0004846846542
320	0.0004846846542
321	0.0004846846542
322	0.0004846846542
323	0.0004846846542
324	0.0004846846542
325	0.0004846846542
326	0.0004846846542
327	0.0004846846542
328	0.0004846846542
329	0.0004846846542
330	0.0004846846542
331	0.0004846846542
332	0.0004846846542
333	0.0004846846542
334	0.0004846846542
335	0.0004846846542
336	0.0004846846542
337	0.0004846846542
338	0.0004846846542
339	0.0004846846542
340	0.0004846846542
341	0.0004846846542
342	0.0004846846542
343	0.0004846846542
344	0.0004846846542
345	0.0004846846542
346	0.0004846846542
347	0.0004846846542
348	0.0004846846542
349	0.0004846846542
350	0.0004846846542
351	0.0004846846542
352	0.0004846846542
353	0.0004846846542
354	0.0004846846542
355	0.0004846846542
356	0.0004846846542
357	0.0004846846542
358	0.0004846846542
359	0.0004846846542
360	0.0004846846542
361	0.0004846846542
362	0.0004846846542
363	0.0004846846542
364	0.0004846846542
365	0.0004846846542
366	0.0004846846542
367	0.0004846846542
368	0.0004846846542
369	0.0004846846542
370	0.0004846846542
371	0.0004846846542
372	0.0004846846542
373	0.0004846846542
374	0.0004846846542
375	0.0004846846542
376	0.0004846846542
377	0.0004846846542
378	0.0004846846542
379	0.0004846846542
380	0.0004846846542
381	0.0004846846542
382	0.0004846846542
383	0.0004846846542
384	0.0004846846542
385	0.0004846846542
386	0.0004846846542
387	0.0004846846542
388	0.0004846846542
389	0.0004846846542
390	0.0004846846542
391	0.0004846846542
392	0.0004846846542
393	0.0004846846542
394	0.0004846846542
395	0.0004846846542
396	0.0004846846542
397	0.0004846846542
398	0.0004846846542
399	0.0004846846542
400	0.0004846846542
401	0.0004846846542
402	0.0004846846542
403	0.0004846846542
404	0.0004846846542
405	0.0004846846542
406	0.0004846846542
407	0.0004846846542
408	0.0004846846542
409	0.0004846846542
410	0.0004846846542
411	0.0004846846542
412	0.0004846846542
413	0.0004846846542
414	0.0004846846542
415	0.0004846846542
416	0.0004846846542
417	0.0004846846542
418	0.0004846846542
419	0.0004846846542
420	0.0004846846542
421	0.0004846846542
422	0.0004846846542
423	0.0004846846542
424	0.0004846846542
425	0.0004846846542
426	0.0004846846542
427	0.0004846846542
428	0.0004846846542
429	0.0004846846542
430	0.0004846846542
431	0.0004846846542
432	0.0004846846542
433	0.0004846846542
434	0.0004846846542
435	0.0004846846542
436	0.0004846846542
437	0.0004846846542
438	0.0004846846542
439	0.0004846846542
440	0.0004846846542
441	0.0004846846542
442	0.0004846846542
443	0.0004846846542
444	0.0004846846542
445	0.0004846846542
446	0.0004846846542
447	0.0004846846542
448	0.0004846846542
449	0.0004846846542
450	0.0004846846542
451	0.0004846846542
452	0.0004846846542
453	0.0004846846542
454	0.0004846846542
455	0.0004846846542
456	0.0004846846542
457	0.0004846846542
458	0.0004846846542
459	0.0004846846542
460	0.0004846846542
461	0.0004846846542
462	0.0004846846542
463	0.0004846846542
464	0.0004846846542
465	0.0004846846542
466	0.0004846846542
467	0.0004846846542
468	0.0004846846542
469	0.0004846846542
470	0.0004846846542
471	0.0004846846542
472	0.0004846846542
473	0.0004846846542
474	0.0004846846542
475	0.0004846846542
476	0.0004846846542
477	0.0004846846542
478	0.0004846846542
479	0.0004846846542
480	0.0004846846542
481	0.0004846846542
482	0.0004846846542
483	0.0004846846542
484	0.0004846846542
485	0.0004846846542
486	0.0004846846542
487	0.0004846846542
488	0.0004846846542
489	0.0004846846542
490	0.0004846846542
491	0.0004846846542
492	0.0004846846542
493	0.0004846846542
494	0.0004846846542
495	0.0004846846542
496	0.0004846846542
497	0.0004846846542
498	0.0004846846542
499	0.0004846846542
